user_id,movie_id,rating,timestamp,title,genres,gender
1,64,3,1147869094,Two if by Sea (1996),Comedy|Romance,dialogue driven
1,65,4,1147869211,Bio-Dome (1996),Comedy,loneliness
1,66,3,1147879774,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,love story
1,67,4.5,1147879365,Two Bits (1995),Drama,philosophical
1,68,3,1147869115,French Twist (Gazon maudit) (1995),Comedy|Romance,philosophy
1,69,3.5,1147877610,Friday (1995),Comedy,quirky
1,70,5,1147879538,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,reflective
2,71,3.5,1141415820,Fair Game (1995),Action,romantic
2,72,0.5,1141417130,Kicking and Screaming (1995),Comedy|Drama,thought-provoking
2,73,5,1141416589,"Misérables, Les (1995)",Drama|War,Vienna
2,74,4,1141415790,Bed of Roses (1996),Drama|Romance,wistful
2,75,4.5,1141415643,Big Bully (1996),Comedy|Drama,American Civil War
2,76,4,1141415659,Screamers (1995),Action|Sci-Fi|Thriller,based on book
2,77,5,1141417172,Nico Icon (1995),Documentary,bittersweet
2,78,0.5,1141417855,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,culture clash
2,79,1,1141415926,"Juror, The (1996)",Drama|Thriller,drama
2,80,5,1141417181,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,indians
2,81,5,1141415931,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,love story
2,82,4.5,1141417045,Antonia's Line (Antonia) (1995),Comedy|Drama,war
2,83,4.5,1141416637,Once Upon a Time... When We Were Colored (1995),Drama|Romance,western
2,84,4.5,1141417077,Last Summer in the Hamptons (1995),Comedy|Drama,Buddhism
2,85,1,1141415808,Angels and Insects (1995),Drama|Romance,China
2,86,5,1141416618,White Squall (1996),Action|Adventure|Drama,great cinematography
2,87,2,1141417088,Dunston Checks In (1996),Children|Comedy,JOURNEY OF SELF-DISCOVERY
2,88,4,1141415566,Black Sheep (1996),Comedy,mountains
2,89,3.5,1141417112,Nick of Time (1995),Action|Thriller,traveling
2,90,5,1141415816,The Journey of August King (1995),Drama,atmospheric
2,92,4.5,1141417814,Mary Reilly (1996),Drama|Horror|Thriller,based on a book
2,93,2,1141415539,Vampire in Brooklyn (1995),Comedy|Horror|Romance,Canada
2,94,2,1141417189,Beautiful Girls (1996),Comedy|Drama|Romance,death
2,95,4,1141416748,Broken Arrow (1996),Action|Adventure|Thriller,Incest
2,96,3,1141415552,In the Bleak Midwinter (1995),Comedy|Drama,meditative
2,97,4.5,1141415905,"Hate (Haine, La) (1995)",Crime|Drama,melancholic
2,98,3.5,1141416926,Shopping (1994),Action|Thriller,Nudity (Full Frontal)
2,99,4,1141417642,Heidi Fleiss: Hollywood Madam (1995),Documentary,small town
2,100,4.5,1141417487,City Hall (1996),Drama|Thriller,wintry
2,101,1,1141415899,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,aging
2,102,1,1141415532,Mr. Wrong (1996),Comedy,based on a play
2,103,5,1141417950,Unforgettable (1996),Mystery|Sci-Fi|Thriller,boring
2,104,5,1141417198,Happy Gilmore (1996),Comedy,Drama
2,105,5,1141415874,"Bridges of Madison County, The (1995)",Drama|Romance,friendship
2,106,4,1141417032,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,Morgan Freeman
2,107,2.5,1141415887,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,no action
2,108,5,1141416665,Catwalk (1996),Documentary,old age
2,109,4,1141416793,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,racism
2,110,5,1141417313,Braveheart (1995),Action|Drama|War,Southern theme
2,111,4,1141417013,Taxi Driver (1976),Crime|Drama|Thriller,USA
2,112,1.5,1141417736,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,bittersweet
2,113,4.5,1141417237,Before and After (1996),Drama|Mystery,emotional
2,114,4,1141416205,Margaret's Museum (1995),Drama,heartwarming
2,115,5,1141417140,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,Holocaust
2,116,5,1141416603,Anne Frank Remembered (1995),Documentary,Italy
2,117,5,1141417937,"Young Poisoner's Handbook, The (1995)",Crime|Drama,love
2,118,1,1141416220,If Lucy Fell (1996),Comedy|Romance,Oscar (Best Foreign Language Film)
2,119,3,1141417036,"Steal Big, Steal Little (1995)",Comedy,Oscar Winner
2,120,5,1141417272,Race the Sun (1996),Adventure|Comedy|Drama,sentimental
2,121,4.5,1141415576,"Boys of St. Vincent, The (1992)",Drama,survival
2,122,5,1141417402,Boomerang (1992),Comedy|Romance,adventure
2,123,4,1141417243,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,fantasy
2,124,3,1141416190,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,music
2,125,3,1141417875,Flirting With Disaster (1996),Comedy,Natalie Portman
2,126,3,1141415592,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,robots
2,127,5,1141416185,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,sci-fi
2,128,3,1141417716,Jupiter's Wife (1994),Documentary,space
2,129,4.5,1141417059,Pie in the Sky (1996),Comedy|Romance,Star Wars
2,130,5,1141416806,Angela (1995),Drama,abortion
2,131,1,1141416172,Frankie Starlight (1995),Drama|Romance,based on a book
2,132,5,1141416601,Jade (1995),Thriller,charlize theron
2,133,4.5,1141415586,Nueba Yol (1995),Comedy|Drama,Drama
2,134,4.5,1141417310,Sonic Outlaws (1995),Documentary,Incest
2,135,4,1141417397,Down Periscope (1996),Comedy,medicine
2,136,4.5,1141415845,From the Journals of Jean Seberg (1995),Documentary,orphans
2,137,4,1141417194,Man of the Year (1995),Documentary,Tobey Maguire
2,138,0.5,1141415864,"Neon Bible, The (1995)",Drama,based on a book
2,139,4,1141416788,Target (1995),Action|Drama,break-up
2,140,4,1141417054,Up Close and Personal (1996),Drama|Romance,Catherine Zeta-Jones
2,141,0.5,1141417516,"Birdcage, The (1996)",Comedy,funny
2,142,3.5,1141416148,Shadows (Cienie) (1988),Drama,relationships
2,143,1,1141415850,Gospa (1995),Drama,island
2,144,4,1141415840,"Brothers McMullen, The (1995)",Comedy,SURVIVAL
2,145,1.5,1141415857,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,boring
2,146,4.5,1141417581,"Amazing Panda Adventure, The (1995)",Adventure|Children,dogs
2,147,3.5,1141417320,"Basketball Diaries, The (1995)",Drama,drama
2,148,4.5,1141416899,"Awfully Big Adventure, An (1995)",Drama,multiple storylines
2,149,4,1141416834,Amateur (1994),Crime|Drama|Thriller,action
2,150,5,1141418008,Apollo 13 (1995),Adventure|Drama|IMAX,adventure
2,151,5,1141415685,Rob Roy (1995),Action|Drama|Romance|War,aliens
2,152,4.5,1141416973,"Addiction, The (1995)",Drama|Horror,fantasy
2,153,2,1141416159,Batman Forever (1995),Action|Adventure|Comedy|Crime,George Lucas
2,154,4.5,1141416879,Beauty of the Day (Belle de jour) (1967),Drama,robots
2,155,1.5,1141417726,Beyond Rangoon (1995),Adventure|Drama|War,romance
2,156,4.5,1141416727,Blue in the Face (1995),Comedy|Drama,sci-fi
2,157,5,1141417423,Canadian Bacon (1995),Comedy|War,space
2,158,2.5,1141415647,Casper (1995),Adventure|Children,Star Wars
2,159,5,1141415787,Clockers (1995),Crime|Drama|Mystery,based on a book
2,160,4,1141416084,Congo (1995),Action|Adventure|Mystery|Sci-Fi,Drama
2,161,4.5,1141416992,Crimson Tide (1995),Drama|Thriller|War,family
2,162,5,1141416743,Crumb (1994),Documentary,mystery
2,163,4,1141415674,Desperado (1995),Action|Romance|Western,powerful ending
2,164,5,1141415619,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,twist ending
2,165,0.5,1141416130,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,adapted from:book
2,166,4,1141416108,"Doom Generation, The (1995)",Comedy|Crime|Drama,assassin
2,167,0.5,1141416127,Feast of July (1995),Drama,assassination
2,168,5,1141416889,First Knight (1995),Action|Drama|Romance,History
2,169,0.5,1141417472,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,interesting
2,170,4,1141415823,Hackers (1995),Action|Adventure|Crime|Thriller,Southern Europe
2,171,1,1141415509,Jeffrey (1995),Comedy|Drama,tense
2,172,4.5,1141417214,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,thriller
2,173,0.5,1141417894,Judge Dredd (1995),Action|Crime|Sci-Fi,bittersweet
2,174,3,1141417049,Jury Duty (1995),Comedy,boring
2,175,4,1141417224,Kids (1995),Drama,dialogue
2,176,3,1141416048,Living in Oblivion (1995),Comedy,emotional
2,177,4.5,1141416634,Lord of Illusions (1995),Horror,Paris
2,178,2,1141417561,Love & Human Remains (1993),Comedy|Drama,philosophical
2,179,3.5,1141417288,Mad Love (1995),Drama|Romance,quirky
2,180,5,1141417108,Mallrats (1995),Comedy|Romance,romance
2,181,4.5,1141417711,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,romantic
2,182,2,1141416018,Moonlight and Valentino (1995),Drama|Romance,adultery
2,183,4,1141416005,Mute Witness (1994),Comedy|Horror|Thriller,biographical
2,184,5,1141415803,Nadja (1994),Drama,Biography
2,185,5,1141416682,"Net, The (1995)",Action|Crime|Thriller,blindness
2,186,2.5,1141416465,Nine Months (1995),Comedy|Romance,disability
2,187,3,1141416027,Party Girl (1995),Comedy,drug addiction
2,188,3,1141415798,"Prophecy, The (1995)",Fantasy|Horror|Mystery,drugs
2,189,3,1141416826,Reckless (1995),Comedy|Fantasy,genius
2,190,5,1141417302,Safe (1995),Thriller,great acting
2,191,3.5,1141416607,"Scarlet Letter, The (1995)",Drama|Romance,history
2,192,5,1141415827,The Show (1995),Documentary,music
2,193,3,1141417651,Showgirls (1995),Drama,music business
2,194,4.5,1141417831,Smoke (1995),Comedy|Drama,musical
2,195,4.5,1141415991,Something to Talk About (1995),Comedy|Drama|Romance,rhythm & blues
2,196,4.5,1141416668,Species (1995),Horror|Sci-Fi,boring
2,197,3,1141417024,"Stars Fell on Henrietta, The (1995)",Drama,Catholicism
2,198,1.5,1141415984,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,child abuse
2,199,4,1141416850,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,drugs
2,200,1,1141415978,"Tie That Binds, The (1995)",Thriller,enigmatic
2,201,4.5,1141417848,Three Wishes (1995),Drama|Fantasy,Gay sex
2,202,5,1141415669,Total Eclipse (1995),Drama|Romance,mistaken identity
2,203,5,1141416646,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,queer
2,204,4,1141416715,Under Siege 2: Dark Territory (1995),Action,soccer
2,205,5,1141417201,Unstrung Heroes (1995),Comedy|Drama,spanish
2,206,5,1141416710,Unzipped (1995),Documentary,alcoholism
2,207,2,1141417260,"Walk in the Clouds, A (1995)",Drama|Romance,complex characters
2,208,5,1141417118,Waterworld (1995),Action|Adventure|Sci-Fi,confusing
2,209,5,1141416664,White Man's Burden (1995),Drama,Germany
2,210,5,1141416643,Wild Bill (1995),Western,loneliness
2,211,3.5,1141415632,"Browning Version, The (1994)",Drama,love story
2,212,3,1141416403,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,Nudity (Full Frontal)
2,213,5,1141415950,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,biomedical ethics
2,214,5,1141415528,Before the Rain (Pred dozhdot) (1994),Drama|War,death
2,215,4,1141417229,Before Sunrise (1995),Drama|Romance,disability
2,216,2,1141416367,Billy Madison (1995),Comedy,emotional
2,217,3.5,1141415970,"Babysitter, The (1995)",Drama|Thriller,euthanasia
2,218,2.5,1141416376,Boys on the Side (1995),Comedy|Drama,FIGHTING THE SYSTEM
2,219,2,1141416381,"Cure, The (1995)",Drama,meditative
2,220,5,1141417263,Castle Freak (1995),Horror,Oscar (Best Foreign Language Film)
2,222,5,1141416621,Circle of Friends (1995),Drama|Romance,SUICIDE
2,223,5,1141417009,Clerks (1994),Comedy,suicide attempt
2,224,3,1141417018,Don Juan DeMarco (1995),Comedy|Drama|Romance,terminal illness
2,225,3,1141416362,Disclosure (1994),Drama|Thriller,touching
2,226,5,1141417251,Dream Man (1995),Thriller,true story
2,227,4,1141417529,Drop Zone (1994),Action|Thriller,boring
2,228,2,1141416351,Destiny Turns on the Radio (1995),Comedy,deliberate
2,229,0.5,1141416347,Death and the Maiden (1994),Drama|Thriller,nonsense
2,230,5,1141417136,Dolores Claiborne (1995),Drama|Thriller,philosophycal
2,231,2,1141417947,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,quiet
2,232,5,1141416613,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,quirky
2,233,5,1141416779,Exotica (1994),Drama,silent
2,234,0.5,1141417617,Exit to Eden (1994),Comedy,very little dialogue
2,235,4,1141416631,Ed Wood (1994),Comedy|Drama,biopic
2,236,3.5,1141417410,French Kiss (1995),Action|Comedy|Romance,character study
2,237,5,1141417603,Forget Paris (1995),Comedy|Romance,death penalty
2,238,4,1141416674,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,gay
2,239,5,1141416671,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,journalism
2,240,5,1141416722,Hideaway (1995),Thriller,prison
2,241,4,1141416737,Fluke (1995),Children|Drama,thought provoking
2,242,2.5,1141417439,Farinelli: il castrato (1994),Drama|Musical,writers
2,243,4.5,1141415946,Gordy (1995),Children|Comedy|Fantasy,based on a true story
2,244,5,1141417268,Gumby: The Movie (1995),Animation|Children,biography
2,245,4.5,1141416326,The Glass Shield (1994),Crime|Drama,bittersweet
2,246,5,1141417778,Hoop Dreams (1994),Documentary,Joaquin Phoenix
2,247,0.5,1141417769,Heavenly Creatures (1994),Crime|Drama,love
2,248,3.5,1141416839,Houseguest (1994),Comedy,music
2,249,0.5,1141417699,Immortal Beloved (1994),Drama|Romance,music business
2,250,4.5,1141416763,Heavyweights (Heavy Weights) (1995),Children|Comedy,true story
2,251,5,1141416970,"Hunted, The (1995)",Action,Disturbing
2,252,5,1141416640,I.Q. (1994),Comedy|Romance,interesting
2,253,0.5,1141416317,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,murder mystery
2,254,0.5,1141417449,Jefferson in Paris (1995),Drama,non-hollywood ending
2,255,3.5,1141417382,"Jerky Boys, The (1995)",Comedy,twist
2,256,5,1141416609,Junior (1994),Comedy|Sci-Fi,twist ending
3,257,4,1439472215,Just Cause (1995),Mystery|Thriller,based on a true story
3,258,4.5,1484754967,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,simple
3,259,4.5,1439474635,Kiss of Death (1995),Crime|Drama|Thriller,Straight forward
3,260,5,1439474391,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,strong woman
3,261,4,1484753849,Little Women (1994),Drama,WOMEN DURING WARTIME
3,262,4,1439474871,"Little Princess, A (1995)",Children|Drama,World War II
3,263,3,1439474869,Ladybird Ladybird (1994),Drama,cynical
3,264,5,1484753888,"Enfer, L' (1994)",Drama,disturbing
3,265,4,1439472239,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,drama
3,266,5,1484753912,Legends of the Fall (1994),Drama|Romance|War|Western,family
3,267,5,1439474476,Major Payne (1995),Comedy,Nudity (Topless - Notable)
3,268,4,1439472424,Little Odessa (1994),Crime|Drama,Nudity (Topless)
3,269,4,1439472199,My Crazy Life (Mi vida loca) (1993),Drama,psychology
3,270,3.5,1439474867,Love Affair (1994),Drama|Romance,reflective
3,271,2,1439472219,Losing Isaiah (1995),Drama,small town
3,272,4,1439472436,"Madness of King George, The (1994)",Comedy|Drama,emotional
3,273,5,1439474625,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,epidemic
3,274,4,1439474657,Man of the House (1995),Comedy,husband-wife relationship
3,275,4,1439472203,Mixed Nuts (1994),Comedy,romance
3,276,5,1484753808,Milk Money (1994),Comedy|Romance,science
3,277,5,1439474467,Miracle on 34th Street (1994),Drama,scientific research
3,278,5,1484753842,Miami Rhapsody (1995),Comedy,George Clooney
3,279,3.5,1439474667,My Family (1995),Drama,lawyers
3,280,5,1439474389,Murder in the First (1995),Drama|Thriller,based on a true story
3,281,4.5,1439474408,Nobody's Fool (1994),Comedy|Drama|Romance,depressing
3,282,4,1439474487,Nell (1994),Drama,disability
3,283,5,1439474638,New Jersey Drive (1995),Crime|Drama,hospital
3,284,4,1484753654,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,marriage
3,285,3.5,1439474725,Beyond Bedlam (1993),Drama|Horror,thought-provoking
3,286,5,1439474452,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,touching
3,287,4,1439472427,Nina Takes a Lover (1994),Comedy|Romance,true story
3,288,3,1439472431,Natural Born Killers (1994),Action|Crime|Thriller,bittersweet
3,289,4,1439474650,Only You (1994),Comedy|Romance,boring
3,290,4,1439474517,Once Were Warriors (1994),Crime|Drama,Jude Law
3,292,4,1453904021,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Natalie Portman
3,293,4,1453904031,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,road movie
3,294,4,1439472442,"Perez Family, The (1995)",Comedy|Romance,soundtrack
3,295,5,1484754156,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,visually appealing
3,296,4,1439474640,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,alternate endings
3,297,5,1439474455,Panther (1995),Drama,beautiful
3,298,5,1439474393,Pushing Hands (Tui shou) (1992),Drama,humanity
3,299,4,1484754339,Priest (1994),Drama,quirky
3,300,4,1439474652,Quiz Show (1994),Drama,quirky style
3,301,5,1484753938,Picture Bride (Bijo photo) (1994),Drama|Romance,romance
3,302,3.5,1439472211,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,solitude
3,303,4.5,1566088819,"Quick and the Dead, The (1995)",Action|Thriller|Western,awkward
3,304,3.5,1439474823,Roommates (1995),Comedy|Drama,Barcelona
3,305,4,1439474760,Ready to Wear (Pret-A-Porter) (1994),Comedy,love
3,306,4.5,1439474632,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,relationships
3,307,4,1439474677,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,romance
3,308,5,1439474631,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,threesome
3,309,3.5,1439474766,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,visually appealing
3,310,4,1439475125,Rent-a-Kid (1995),Comedy,congressman
3,311,4.5,1566091883,Relative Fear (1994),Horror|Thriller,corruption
3,312,4.5,1439474697,Stuart Saves His Family (1995),Comedy,journalism
3,313,2,1439475127,"Swan Princess, The (1994)",Animation|Children,mistress
3,314,4,1439475123,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,murder
3,315,4,1566090766,"Specialist, The (1994)",Action|Drama|Thriller,newspaper
3,316,5,1439474441,Stargate (1994),Action|Adventure|Sci-Fi,political corruption
3,317,4,1566089449,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,politics
3,318,3,1439474763,"Shawshank Redemption, The (1994)",Crime|Drama,secrets
3,319,5,1439474463,Shallow Grave (1994),Comedy|Drama|Thriller,tense
3,320,4.5,1484756352,Suture (1993),Film-Noir|Thriller,bittersweet
3,321,4,1439472221,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Funny
3,322,4,1439474669,Swimming with Sharks (1995),Comedy|Drama,humorous
3,324,3,1439475106,"Sum of Us, The (1994)",Comedy|Drama,love
3,325,5,1439474474,National Lampoon's Senior Trip (1995),Comedy,nonlinear
3,326,4,1484754240,To Live (Huozhe) (1994),Drama,relationships
3,327,5,1439474417,Tank Girl (1995),Action|Comedy|Sci-Fi,romance
3,328,4,1484754262,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,drama
3,329,4.5,1439474758,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,excellent script
3,330,3,1439473082,Tales from the Hood (1995),Action|Crime|Horror,love
3,331,4.5,1439472928,Tom & Viv (1994),Drama,mystery
3,332,4,1439472975,Village of the Damned (1995),Horror|Sci-Fi,nostalgic
3,333,3.5,1484754130,Tommy Boy (1995),Comedy,revenge
3,334,3.5,1566089773,Vanya on 42nd Street (1994),Drama,effects
3,335,3,1439473280,Underneath (1995),Mystery|Thriller,environmental
3,336,4,1439474733,"Walking Dead, The (1995)",Drama|War,music
3,337,3,1439473859,What's Eating Gilbert Grape (1993),Drama,sci-fi
3,338,4,1439474769,Virtuosity (1995),Action|Sci-Fi|Thriller,thought-provoking
3,339,3,1439473180,While You Were Sleeping (1995),Comedy|Romance,action
3,340,4,1439472877,"War, The (1994)",Adventure|Drama|War,alternate reality
3,341,4.5,1439472619,Double Happiness (1994),Drama,drama
3,342,2,1439473733,Muriel's Wedding (1994),Comedy,psychology
3,343,4.5,1439474992,"Baby-Sitters Club, The (1995)",Children,thought-provoking
3,344,4,1484754549,Ace Ventura: Pet Detective (1994),Comedy,twist ending
3,345,4,1439473299,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,atmospheric
3,346,3.5,1439474994,Backbeat (1993),Drama|Musical,based on a book
3,347,4,1566089764,Bitter Moon (1992),Drama|Film-Noir|Romance,cynical
3,348,3,1439472727,Bullets Over Broadway (1994),Comedy,depressing
3,349,3,1566089804,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,disturbing
3,350,3,1439472869,"Client, The (1994)",Drama|Mystery|Thriller,dystopia
3,351,4,1439472629,"Corrina, Corrina (1994)",Comedy|Drama|Romance,emotional
3,352,3,1439473012,Crooklyn (1994),Comedy|Drama,love story
3,353,2,1439473317,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,thought-provoking
3,354,2.5,1439473123,Cobb (1994),Drama,based on a true story
3,355,3,1439472882,"Flintstones, The (1994)",Children|Comedy|Fantasy,complex characters
3,356,3.5,1439474297,Forrest Gump (1994),Comedy|Drama|Romance|War,drama
3,357,3,1566089739,Four Weddings and a Funeral (1994),Comedy|Romance,Oscar (Best Picture)
3,358,3,1566090300,Higher Learning (1995),Drama,mindfuck
3,359,4,1439473087,I Like It Like That (1994),Comedy|Drama|Romance,sci-fi
3,360,2.5,1566089769,I Love Trouble (1994),Action|Comedy,action
3,361,2.5,1439473505,It Could Happen to You (1994),Comedy|Drama|Romance,Alzheimer's disease
3,362,4,1439473434,"Jungle Book, The (1994)",Adventure|Children|Romance,Animals
